Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Others,Others,"Soil Testing	",soil testing laboratory,"recommended for contacting the krishnagiri office Mobile No:9842883423",TAMILNADU,KRISHNAGIRI,UTTANGARAI                                        ,20:49.5
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,fertilizer recommended for coconut,recommended for the fertilizers  : urea 1.2 kg  super phosphate 2 kg  potash 1.9 kg /tree/year,TAMILNADU,KRISHNAGIRI,MATHUR                                            ,23:25.8
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,sugarcane basal fertilizer management,Recommended for apply super phosphate 250kg / ac,TAMILNADU,KRISHNAGIRI,MATHUR                                            ,46:21.2
RABI,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Nutrient Management,Red Gram TNAU foliar application information,Recommended for spray TNAU pulses wonder 2 kg / ac / 200 litter of water,TAMILNADU,KRISHNAGIRI,BARGUR                                            ,18:59.0
RABI,HORTICULTURE,Vegetables,Cucumber,Nutrient Management,asking about cucumber top dressing fertilizer application,recommended for apply urea 20 gram / plant,TAMILNADU,KRISHNAGIRI,KRISHNAGIRI                                       ,26:46.7
RABI,ANIMAL HUSBANDRY,Animal,Goat,Dairy Production,"asking about goat farming information and asking about goat farming information	Recommended Veterinary University Training and Research Centre  Dharmapuri contact no.  04342 - 288420","Recommended Veterinary University Training and Research Centre  Krishnagiri contact no. 04343 - 225105 and asking about goat farming information	Recommended Veterinary University Training and Research Centre  Dharmapuri contact no.  04342 - 288420",TAMILNADU,KRISHNAGIRI,BARGUR                                            ,55:10.9
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Paddy top dressing fertilizer,Recommended for apply urea 25 kg + potash 15 kg + neem cake 10 kg /acre,TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM                                    ,45:40.6
RABI,HORTICULTURE,Flowers,Jasmine,Nutrient Management,jasmine growth regulator,Recommended for spray GA3 50ppm 5gm / 100lit of water,TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM                                    ,51:04.9
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Nutrient Management,basal fertilizer requirement in gingelly,recommended for application of urea 33 kg + super phosphate 60 kg + potash 15 kg + manganese - 2 kg per acre,TAMILNADU,KRISHNAGIRI,MATHUR                                            ,10:16.5
RABI,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",Rhinoceros beetle management in coconut,recommended for neem seed kernel powder + sand (1:2) 150 gram per palm in the base of the 3 inner most leaves in the crown.,TAMILNADU,KRISHNAGIRI,KRISHNAGIRI                                       ,52:34.8
RABI,AGRICULTURE,Millets,FingerMillet  (Ragi/Mandika),"Cultural Practices	",Ragi sowing season and variety,Recommmended for Ragi sowing season : December - January and variety : CO 9  CO 13  CO (Ra) 14   TRY 1,TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM                                    ,53:53.1
RABI,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,vegetables Seed availability,recommended for contacting Additional director of Horticulture 04343 231130,TAMILNADU,KRISHNAGIRI,UTTANGARAI                                        ,59:59.8
RABI,AGRICULTURE,Others,Others,Weather,krishnagiri weather report,recommended for tomorrow no rain day,TAMILNADU,KRISHNAGIRI,HOSUR                                             ,48:23.8
RABI,HORTICULTURE,Vegetables,Lab Lab,"	Plant Protection	",Aphid attack in lab lab,Recommended for spray dimethoate 2 ml / litre of water,TAMILNADU,KRISHNAGIRI,HOSUR                                             ,27:50.7
RABI,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,Small onion top dressing fertilizer,Recommended for apply urea 25 kg + potash 20 kg /acre,TAMILNADU,KRISHNAGIRI,MATHUR                                            ,57:45.8
RABI,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",root grub management in Brinjal,Recommended for soil drenching chlorpyriphos 2 ml / litre of water,TAMILNADU,KRISHNAGIRI,MATHUR                                            ,05:55.9
RABI,AGRICULTURE,Others,Others,"Soil Testing	",Soil testing techniques,recommended number for agriculture office 9443240425,TAMILNADU,KRISHNAGIRI,KRISHNAGIRI                                       ,23:34.1
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),"Cultural Practices	",suitable intercrops for groundnut,recommended for the intercrops  : Groundnut + Gingelly or Groundnut + Blackgram in the ratio of 4:1 or Groundnut + Cowpea at 6:1 ratio and Groundnut + Sunflower at 6:2 ratio may be raised.,TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM                                    ,42:15.0
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Tillering stage fertilizer management for paddy,Recommended for apply ammonium sulphate 30 kg + potash 20 kg + neem cake 5 kg/ ac,TAMILNADU,KRISHNAGIRI,VEPPANAPALLI                                      ,14:54.5
RABI,AGRICULTURE,Millets,Maize (Makka),Weed Management,Pre emergency Weed control in maize,recommended for Spray atrazin 2gm/lit of water,TAMILNADU,KRISHNAGIRI,UTTANGARAI                                        ,36:47.1
RABI,AGRICULTURE,Others,Others,Training and Exposure Visits,TNAU mushroom dept contact,recommended for TNAU mushroom training dept contact -0422 -6611336,TAMILNADU,KRISHNAGIRI,KAVERIPATTINAM                                    ,43:03.4
RABI,AGRICULTURE,Others,Others,Weather,weather report for krishnagiri district,tomorrow have cloudy weather and possibility of light rain fall chances is there(0mm),TAMILNADU,KRISHNAGIRI,UTTANGARAI                                        ,56:05.2
RABI,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,button shed in coconut,Recommended for Root feeding of the tonic @ 200 ml / palm twice a year at six months interval,TAMILNADU,KRISHNAGIRI,SHOOLAGIRI                                        ,57:42.1
RABI,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Sowing season of brinjal,recommended for Sowing season of Brinjal is December – January and May – June,TAMILNADU,KRISHNAGIRI,SHOOLAGIRI                                        ,00:50.6
RABI,AGRICULTURE,Others,Others,Weather,coimbatore today weather Report,Recommended for Coimbatore today weather Report : moderate Rain fall (14 mm),TAMILNADU,TIRUPUR,Udumalaipettai,17:39.6
RABI,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",Red Palm Weevil in coconut,recommended for apply on root feeding  : monochrotophose 10 ml  water 10ml  .,TAMILNADU,TIRUPUR,Vellakoil,47:30.2
RABI,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",asking about onion Basal Rot management,Soil drenching with Copper oxychloride 0.25 %.(2.5 gram / 1 litre of water),TAMILNADU,TIRUPUR,Madathukulam,51:34.1
RABI,AGRICULTURE,Others,Others,Weather,asking about Coimbatore district weather details,recommended for having medium rain (14 mm) today,TAMILNADU,TIRUPUR,Tirrpur,01:24.2
RABI,AGRICULTURE,Others,Others,Weather,Weather report,Recommended for today have moderate rainfall (14 mm).,TAMILNADU,TIRUPUR,Dharapuram,38:28.6
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Weather,weather detail for thirupur dist,date from 1 to 5 have light rain,TAMILNADU,TIRUPUR,Avanashi,18:18.4
RABI,HORTICULTURE,Vegetables,Cowpea (Vegetable),Nutrient Management,asking about vegetable cowpea foliar spray,recommended for spray 19 : 19 : 19 5 gram / 1 litre of water,TAMILNADU,TIRUPUR,Avanashi,19:13.9
RABI,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",asking about tomato Leaf curl: Tomato leaf curl virus (ToLCV) management,recommended for spray methyl demeton 25 EC 2 ml / 1 litre of water,TAMILNADU,TIRUPUR,Udumalaipettai,50:01.9
RABI,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",onion harvest duration,recommended for onion harvest duration 70- 90 days,TAMILNADU,TIRUPUR,Pongalur,26:27.5
RABI,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",Shoot borer in turmeric,Recommended for spray malathion 2 ml/lit of water,TAMILNADU,TIRUPUR,Kangyam,30:25.0
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,market price for groundnut,recommended for the groundnut price:Rs 4000-4150 /quintal,TAMILNADU,TIRUPUR,Avanashi,31:19.8
RABI,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",rhizome rot in tuberose,Recommended for soil drenching with copper oxy chloride 2.5 g /1 lit of water,TAMILNADU,TIRUPUR,Kangyam,35:31.2
RABI,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,turmeric market rate,Recommended for turmeric market rate at (Erode) Rs 8599-9525/quintal,TAMILNADU,TIRUPUR,Kangyam,43:07.0
RABI,HORTICULTURE,Vegetables,Watermelon,Nutrient Management,top dressing for water melon,recommended for apply urea 30kg+potash 10kg/ac @ 30th days after sowing,TAMILNADU,TIRUPUR,Madathukulam,43:25.1
RABI,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,turmeric rate forecast,Recommended for contact to demic ph  0422-2431405,TAMILNADU,TIRUPUR,Kangyam,46:05.8
RABI,AGRICULTURE,Others,Others,Weather,asking about Coimbatore district weather details,recommended for having medium rain (39 mm) tomorrow,TAMILNADU,TIRUPUR,Tirrpur,54:38.9
RABI,AGRICULTURE,Others,Others,Weather,weather report for thirupur district,today and tomorrow cloudy weather and possibility of moderate rain fall chances is there,TAMILNADU,TIRUPUR,Udumalaipettai,47:43.9
RABI,AGRICULTURE,Others,Others,Weather,weather report in tirupur district,Recommended for weather report for tirupur  district have  moderate rain,TAMILNADU,TIRUPUR,Udumalaipettai,52:50.7
RABI,AGRICULTURE,Fodder Crops,African Sarson,"	Plant Protection	",snails control in fodder crop,recommended for soil application fresh cowdung 5kg+bleeching powder 500gm+water 5litre/ac,TAMILNADU,TIRUPUR,Palladam,30:19.0
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",asking about Bengal gram Semilooper management,recommended for spray  Chlorpyriphos 2 ml / 1 litre of water,TAMILNADU,TIRUPUR,Pongalur,34:45.0
RABI,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Leaf Blight in onion,Recommended for spray mancozeb 2 gm/ lit of water,TAMILNADU,TIRUPUR,Kangyam,43:31.8
RABI,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,turmeric market information,"recommended for turmeric market information bulb 9100	to 9419 finger 9980  to 10724 / quintal",TAMILNADU,TIRUPUR,Avanashi,22:10.8
RABI,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Varieties,Red gram sowing varieties,Recommended for Co (Rg) 7  VBN(Rg) 3  APK 1,TAMILNADU,TIRUPUR,Avanashi,41:54.0
RABI,HORTICULTURE,Condiments and Spices,Garlic,Cultural Practices,Garlic sowing season,Recommended for Garlic sowing season  june – July October – November,TAMILNADU,TIRUPUR,Avanashi,47:06.0
RABI,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Brinjal planting spacing details,recommended for Brinjal planting spacing : 60 * 60 cm,TAMILNADU,TIRUPUR,Vellakoil,50:33.7
RABI,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,tomato sowing season and variety,recommended for sowing May - June and November – December  COTH.1  COTH 2 and TNAU Tomato Hybrid CO 3,TAMILNADU,TIRUPUR,Dharapuram,51:35.6
RABI,AGRICULTURE,Others,Others,Weather,Weather report for Thirupur,Recommended for tomorrow have rather heavy rainfall (39 mm),TAMILNADU,TIRUPUR,Udumalaipettai,45:05.8
RABI,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Little leaf of brinjal,Recommended for spray Imidacloprid 0.5 ml+ Teepol 1 ml/liter of water.,TAMILNADU,TIRUPUR,Kangyam,03:33.6
RABI,HORTICULTURE,Vegetables,Radish,Cultural Practices,sowing season of Radish,recommended for sowing season of Radish is September in plains,TAMILNADU,TIRUPUR,Madathukulam,28:49.8
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Market Information,Sevur Ground nut market rate,Recommended for Rs. Ground nut market rate 4400-4900 / quintal,TAMILNADU,TIRUPUR,Avanashi,29:17.5
RABI,HORTICULTURE,Plantation Crops,Coconut,Market Information,Copra market price,Recommended for Dindigul market price is Rs 7000-7100/Quintal. Gobichettipalayam is Rs 6581-6813 /Quintal. Namakkal is Rs 5800-6000/Quintal (30/11/2015).,TAMILNADU,TIRUPUR,Gudimanlam,57:01.4
RABI,HORTICULTURE,Plantation Crops,Coconut,Market Information,copra market information,recommended for copra market information Rs 7100 /quintal,TAMILNADU,TIRUPUR,Tirrpur,57:31.0
RABI,HORTICULTURE,Plantation Crops,Coconut,Market Information,Copra market rate,Recommended for Copra market rate Rs 6400-6700,TAMILNADU,TIRUPUR,Tirrpur,01:08.6
RABI,AGRICULTURE,Others,Others,Government Schemes,Coimbatore  spice and plantation department contact number,Recommended for Coimbatore  spice and plantation department contact number phone:0422-6611284  9942186853,TAMILNADU,TIRUPUR,Tirrpur,09:11.6
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Coconut planting spacing,Recommended for Adopt a spacing of 25' x 25' (7.5 x 7.5 m) with 175 plants/ha,TAMILNADU,TIRUPUR,Tirrpur,09:37.3
RABI,AGRICULTURE,Others,Others,Market Information,market price of Cocoon in coimbatore,recommended for market price of Cocoon in Coimbatore is rs.170-244/kg,TAMILNADU,TIRUPUR,Dharapuram,21:19.4
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Tiruppur district horticulture department contact number,Recommended for Tiruppur district horticulture department contact number phone:0421-2213270/ 0421-2216565,TAMILNADU,TIRUPUR,Vellakoil,23:07.3
RABI,AGRICULTURE,Others,Others,Weather,thirupur weather report,recommended for tomorrow rather heavy rain (39 mm)day,TAMILNADU,TIRUPUR,Dharapuram,24:29.2
RABI,HORTICULTURE,Fruits,Pomegranate,"	Plant Protection	",Fruit Borer for pomegranate,Bag the fruits with polythene covers during flowering period to prevent egg-laying when the fruits are up to 5 cm diameter. Spray neem oil 3 % or NSKE 5% at the time of butterfly activity. Repeat it if necessary twice at an interval of 15 days.,TAMILNADU,TIRUPUR,Udumalaipettai,26:56.2
RABI,AGRICULTURE,Oilseeds,"Castor (Rehri, Rendi, Arandi)",Seeds,Castor research station,Recommended for contact number 04282-221901/293526,TAMILNADU,TIRUPUR,Kangyam,11:01.4
RABI,AGRICULTURE,Others,Others,Market Information,Cocoon market rate,Recommended for Cocoon market rate Rs 244 /kg,TAMILNADU,TIRUPUR,Dharapuram,21:06.6
RABI,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,Thirupur horticulture department,Recommended for contact  number 0421-2216565,TAMILNADU,TIRUPUR,Dharapuram,21:46.9
RABI,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Tomato leaf blight,Recommended for spray carbendasim  + mancozeb 2 gram /liter of water.,TAMILNADU,TIRUPUR,Palladam,25:46.3
RABI,AGRICULTURE,Others,Others,Weather,Weather report for Coimbatore,Recommended for tomorrow have rather heavy rainfall (39 mm),TAMILNADU,TIRUPUR,Pongalur,28:16.6
RABI,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,Pencil point in disease,Recommended for 225 g each of Borax  Zinc sulphate  Manganese sulphate  Ferrous sulphate  Copper sulphate and 10 g of Ammonium molybdate may be dissolved in 10 litres of water.,TAMILNADU,TIRUPUR,Palladam,09:06.2
RABI,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Nutrient Management,Red gram basal fertilizer management,Recommended for apply urea 21 kg+ super phosphate 125 kg+ potash 16 kg/ac.,TAMILNADU,TIRUPUR,Avanashi,51:35.0
RABI,AGRICULTURE,Others,Others,Weather,weather report for Coimbatore tirupur,recommended for the weather report  : today moderate rain  30mm,TAMILNADU,TIRUPUR,Tirrpur,16:37.0
RABI,HORTICULTURE,Vegetables,Lab Lab,"	Plant Protection	",nematode in lab lab,Recommended for apply carbofuran 3 - 5 kg /acre,TAMILNADU,TIRUPUR,Palladam,26:54.2
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,groundnut basal fertilizer management,Recommended for apply DAP 50kg / ac,TAMILNADU,TIRUPUR,Madathukulam,34:29.7
RABI,AGRICULTURE,Others,Others,Weather,weather detail for thirupur dist,date from 2 to 6 have light rain,TAMILNADU,TIRUPUR,Udumalaipettai,35:38.3
RABI,HORTICULTURE,Vegetables,Bitter Gourd,Seeds and Planting Material,bitter gourd season,recommended for January,TAMILNADU,TIRUPUR,Madathukulam,53:22.9
RABI,HORTICULTURE,Vegetables,Lab Lab,"	Plant Protection	",White fly in Lablab,recommended for spray dimethoate 2 ml /litre,TAMILNADU,TIRUPUR,Gudimanlam,27:49.0
RABI,AGRICULTURE,Others,Others,Market Information,Bivoltine hybrid in cocoon,recommended for Coimbatore market rate Rs. 210 / kg,TAMILNADU,TIRUPUR,Dharapuram,03:57.6
RABI,AGRICULTURE,Others,Others,Weather,thirupur weather Report,Recommended for thirupur today weather Report : moderate Rain fall (34 mm),TAMILNADU,TIRUPUR,Tirrpur,11:21.0
RABI,AGRICULTURE,Others,Others,"Power, Roads etc.",asking about Machineries availability information,Recommended for TNAU  Department of Agrl. Machinery and Research Centre  Coimbatore contact no. 0422 - 2457576,TAMILNADU,TIRUPUR,Tirrpur,38:57.5
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,groundnut basal fertilizer management,recommended for urea 14 kg + super phosphate 85 kg + potash 36 kg + gypsum 75 kg /acre,TAMILNADU,TIRUPUR,Avanashi,46:43.0
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,asking about paddy Seed treatment,Seed treatment with Pseudomonas fluorescens: Treat the seeds with talc based formulation of Pseudomonas fluorescens 10g/kg of seed and soak in 1lit of water overnight. Decant the excess water and allow the seeds to sprout for 24hrs and then sow.,TAMILNADU,TIRUPUR,Pongalur,55:16.7
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),"	Plant Protection	",asking about black gram Yellow Mosaic management,recommended for spray methyl demeton 25 EC 2 ml / 1 litre of water,TAMILNADU,TIRUPUR,Pongalur,59:34.3
RABI,AGRICULTURE,Others,Others,Weather,asking about thiruppur district weather details,recommended for having moderate rain today,TAMILNADU,TIRUPUR,Madathukulam,38:20.4
RABI,AGRICULTURE,Others,Others,Weather,weather report for thirupur district,today and tomorrow cloudy weather and possibility of light rainfall chances is there,TAMILNADU,TIRUPUR,Tirrpur,41:04.4
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Basal fertilizer for paddy,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10 kg /acre,TAMILNADU,TIRUPUR,Dharapuram,53:57.2
RABI,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Fertilizer Use and Availability,weed management for cumbu,recommended for the spray Atrazine  100 gm/acre,TAMILNADU,TIRUPUR,Dharapuram,58:36.5
RABI,AGRICULTURE,Others,Others,Weather,Tirupur weather report,recommended for weathetr have moderate rain ( 39 mm),TAMILNADU,TIRUPUR,Kangyam,11:46.4
RABI,AGRICULTURE,Others,Others,Market Information,copra market information,recommended for palani market price Rs.6500/Quintal (yesterday),TAMILNADU,TIRUPUR,Kundadam,14:35.5
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,moringa spacing,Recommended for moringa spacing 2m x 2.5m,TAMILNADU,TIRUPUR,Kangyam,47:14.9
RABI,AGRICULTURE,Others,Others,Weather,weather detail for thirupur dist,date from 3 to 7 have light rain,TAMILNADU,TIRUPUR,Udumalaipettai,19:34.0
RABI,AGRICULTURE,Others,Others,Weather,trippur district rainfall information,recommended for moderate rain (14 mm)today,TAMILNADU,TIRUPUR,Udumalaipettai,20:59.5
RABI,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",onion Leaf Blight (Blast   management,recommended for the spray  Mancozeb 2gm/lit of water,TAMILNADU,TIRUPUR,Palladam,39:12.7
RABI,HORTICULTURE,Plantation Crops,Coconut,Market Information,market rate for copra,recommended at Namagiripettai 6100 Rs/Quintal,TAMILNADU,TIRUPUR,Gudimanlam,42:21.1
RABI,HORTICULTURE,Condiments and Spices,Turmeric,Cultural Practices,Weed management for turmeric,Recommended for taking hand weeding,TAMILNADU,TIRUPUR,Pongalur,50:37.7
RABI,AGRICULTURE,Others,Others,Weather,weather detail for thirupur dist,date from 3 to 6 have light rain,TAMILNADU,TIRUPUR,Madathukulam,00:21.3
RABI,AGRICULTURE,Others,Others,Weather,weather detail for Coimbatore dist,date from 2 to 6 have light rain,TAMILNADU,TIRUPUR,Avanashi,29:08.0
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Button shedding in coconut,Recommended for root feeding TNAU coconut tonic 200 ml / tree,TAMILNADU,TIRUPUR,Pongalur,33:09.5
RABI,AGRICULTURE,Others,Others,Market Information,Copra market rate,recommended for Copra market rate Rs.7200-7400 / quindal,TAMILNADU,TIRUPUR,Gudimanlam,47:44.7
RABI,HORTICULTURE,Vegetables,Cowpea (Vegetable),"	Plant Protection	",Pod borer in CowPea,recommended for spray profenophas 2 ml /liter,TAMILNADU,TIRUPUR,Avanashi,54:49.8
RABI,AGRICULTURE,Others,Others,Weather,weather report for thirupur district,today and tomorrow cloudy weather and possibility of light rainfall chances is there,TAMILNADU,TIRUPUR,Udumalaipettai,57:14.3
RABI,AGRICULTURE,Pulses,Mochai (lab-lab),"	Plant Protection	",Gram pod borer in lab-lab,Recommended for Gram pod borer spray  quinalphos 2 ml / litre of water,TAMILNADU,TIRUPUR,Avanashi,07:52.1
RABI,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",paddy leaf hobber control,recommended for spray Neem oil 3 ml + teepol 1 ml/ liter of water,TAMILNADU,TIRUPUR,Palladam,31:44.5
RABI,HORTICULTURE,Fruits,Mulberry,Market Information,Cocoon Price of coimbatore,Recommended for bivoltine hybrid Cocoon Price of Coimbatore at Rs 232/kg,TAMILNADU,TIRUPUR,Dharapuram,35:05.2
RABI,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,Micro nutrient application in coconut,Recommended for apply 225 g each of Borax  Zinc sulphate  Manganese sulphate  Ferrous sulphate  Copper sulphate/tree,TAMILNADU,TIRUPUR,Madathukulam,43:52.4
RABI,AGRICULTURE,Others,Others,Weather,tripur weather forecast,Tomorrow will occurring Moderate rainfall (35mm),TAMILNADU,TIRUPUR,Udumalaipettai,27:00.5
RABI,AGRICULTURE,Others,Others,Weather,Weather report for Thirupur,Recommended for tomorrow have moderate rainfall (35 mm).,TAMILNADU,TIRUPUR,Kundadam,58:31.1
RABI,AGRICULTURE,Others,Others,Weather,weather report in tiruppur  district,Recommended for weather report for tiruppur district have  Rather rain (34 mm),TAMILNADU,TIRUPUR,Pongalur,19:14.7
RABI,AGRICULTURE,Others,Others,Weather,weather forecast for tirupur,Tomorrow will occurring Moderate rainfall (35 mm),TAMILNADU,TIRUPUR,Gudimanlam,21:38.7
RABI,HORTICULTURE,Vegetables,Tomato,Fertilizer Use and Availability,tomato top fertilizer management details,recommended for apply urea 63 kg / acre,TAMILNADU,TIRUPUR,Palladam,31:03.9
RABI,AGRICULTURE,Others,Others,Weather,thirupur weather report,recommended for tomorrow moderate rain (35 mm)day,TAMILNADU,TIRUPUR,Dharapuram,22:54.2
RABI,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Co2 Brinjal duration,Recommended for Co2 Brinjal duration 150 days .,TAMILNADU,TIRUPUR,Vellakoil,58:38.2
RABI,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",Rhizome rot in turmeric,Recommended for soil drenching copper oxy chloride 2.5 g / litre of water,TAMILNADU,TIRUPUR,Avanashi,07:21.8
RABI,AGRICULTURE,Others,Others,Weather,tirupur district rainfall information,recommended for moderate rain (35 mm)today,TAMILNADU,TIRUPUR,Madathukulam,27:24.3
RABI,AGRICULTURE,Others,Others,Weather,Today Weather report information,The sky condition would be generally cloudy . Rain or thunder showers may occur in some areas 35 mm,TAMILNADU,TIRUPUR,Udumalaipettai,41:12.6
RABI,AGRICULTURE,Others,Others,Market Information,Cocoon Price of Tamil Nadu dharmapuri,recommended for Cocoon Price of Tamil Nadu dharmapuri Rs 288/kg,TAMILNADU,TIRUPUR,Dharapuram,47:19.5
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Coconut fertilizer management,Recommended for apply FYM 25 kg + urea 650 g+ supper phosphate 1 kg + potash 1kg + potash 1 kg + neem cake 2.5 kg + mn mixture 500 g / tree once in 6 month,TAMILNADU,TIRUPUR,Kangyam,05:43.4
RABI,AGRICULTURE,Others,Others,Weather,Weather report for tiruppur  district,Recommended for today having moderate rain (35mm),TAMILNADU,TIRUPUR,Madathukulam,43:23.5
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Coconut fertilizer management,recommended for apply 1.300 kg urea + 2 kg superphosphate + 2 kg potash + 5 kg neem cake + 50 kg FYM + 1 kg micro nutrient /tree /year on two split,TAMILNADU,TIRUPUR,Tirrpur,44:52.5
RABI,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,coconut fertilizer management,Recommended for apply urea 1.300kg + super phosphate 2kg + potash 2 kg + neem cake 5kg + farm yard manure 50kg + micro mixture 1kg / tree / year,TAMILNADU,TIRUPUR,Udumalaipettai,58:18.0
RABI,HORTICULTURE,Plantation Crops,Coconut,Fertilizer Use and Availability,Coconut fertilizer management,Recommended for apply FYM 25 kg + urea650 g + supper phosphate 1 kg + potash 1 kg + neem cake 2.5 kg + Mn mixture 500 g /tree once in 6 month.,TAMILNADU,TIRUPUR,Udumalaipettai,02:11.8
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy basal fertilizer management,recommended for apply DAP 50 kilo + zinc sulphate 10 kilo + neem cake 10 kilo / acre,TAMILNADU,TIRUPUR,Dharapuram,02:55.3
RABI,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",coconut intercropping information,Recommended for coconut intercrop : Groundnut  sesamum  sunflower  tapioca  turmeric  onion  velimasal  maize and banana,TAMILNADU,TIRUPUR,Kangyam,04:12.8
RABI,AGRICULTURE,Others,Others,"Agriculture Mechanization	",Machineries availability,Recommended for contact to Assistant Executive Engineer (AE) 85  Thalavoipattinam Road (opp) B.S.B Office  Dharapuram.,TAMILNADU,TIRUPUR,Udumalaipettai,19:21.8
RABI,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",tomato root rot management,recommended for drench with carbendazim 1 gm/ litrtrtrter of water,TAMILNADU,TIRUPUR,Madathukulam,19:47.3
RABI,AGRICULTURE,Others,Others,Weather,asking about thiruppur and Coimbatore district weather details,today and tomorrow have moderate to heavy rain,TAMILNADU,TIRUPUR,Kundadam,41:20.9
RABI,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Sucking pest attack in banana,recommended for the spray dimethoate  2ml /lit of water,TAMILNADU,TIRUPUR,Kangyam,44:21.1
RABI,HORTICULTURE,Vegetables,Chillies,Cultural Practices,chilli spacing and plant population,recommended for Hybrids : 75 x 60 cm and plant population 8888/ acre,TAMILNADU,TIRUPUR,Gudimanlam,44:42.7
RABI,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,Drum stick planting season and variety,Recommended for Drum stick planting season : July – October and variety : PKM 1  PKM 2 and KKM 1,TAMILNADU,TIRUPUR,Dharapuram,12:35.9
RABI,HORTICULTURE,Plantation Crops,Coconut,"	Plant Protection	",coconut rhinocerous beetle management,recommended for carbofuran 30 gram + sand 50 gram + neem seed powder 100 gram  per palm in the base of the 3 inner most leaves in the crown.,TAMILNADU,TIRUPUR,Madathukulam,25:46.0
