Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
RABI,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,Farmer needs information for organic farming?,Please use organic mannure and insecticide on your field.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,16:17.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of Narsinghgarh tahsil of madhya pradesh.?,"Narsinghgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 24°C on Sat afternoon, min 11°C on Sun night). Wind will be generally light.
Narsinghgarh 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 27°C on Thu afternoon, min 13°C on Tue night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,16:56.5
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",Farmer needs information regarding how to control sucking pest in    GUAVA  crop?,"Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,38:19.9
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer needs information regarding How to control of fungal attack in GRAM crop?,Recommended for to control of fungal attack in gram crop use captan 5% + hexaconazol 70% use 40gm and streptocyclin 2 gram at 15 liter of water or Spray of Hexaconazole 5% EC @ 250-400 ml/acre or 20ml/pump and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,55:11.7
RABI,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,Farmer need information regarding fertilizer dose in onion  crop?,"Recommended for SSP-317 kg,Urea 217 kg, and Mop 83 kg. per hactayer in Onion  crop.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,07:48.1
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer needs information regarding govt. schemes of horticulture?,Recommended for know about govt. schemes of horticulture please contact rural horticulture extension officer.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,20:05.2
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about how to control defoliators in bengal gram crop?,recommended for to control caterpillars in  crop Spray emamectin benjoate or corajan or fem 5-8 ml at 15 liter of water or indoxa carb 15 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,30:25.8
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer need information regarding control measures of fungal attack in mustured crop?,Recommended for Mancozeb 63% + Carbendazim 12% WP 40 gram and steptrocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,35:45.0
RABI,AGRICULTURE,Others,Others,Cultural Practices,Farmer wants to know information about registration of SMS advisory ?,Recommended for registration of market information you have been registered for SMS advisory from kisaan call center,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,54:42.6
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer need information regarding control measures of aphids attack in lentil crop.,Recommended for Spray imidaclorprid 17.8%SL 5 to 6 ml per pump for control of aphids attack in lentil crop.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,56:39.0
RABI,HORTICULTURE,Condiments and Spices,Garlic,Market Information,Farmer needs information regarding market/ mandi rate of garlic ?,"Minimum 800	Rs/Quintal, Maximum 	2300 Rs/Quintal, Modal price 	1400 Rs/Quintal",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,05:10.0
KHARIF,AGRICULTURE,Others,Others,Government Schemes,Farmer needs information regarding collection method of soil sample for soil testing?,"Recommended for Aside from DIB hole clean from top to bottom 2 cm Thick clay clean bucket or tray and put in the bottom to take out. Collected the soil from 6-9 inch depth by hand, mix thoroughly and put on clean clothes pile, make a goal. Different finger to remove dirt from the pile of four equal parts. Now the remaining two parts of the soil again to mix well and set goals. This process is then repeated until almost half forts Top soil remains. The representative samples.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,26:41.7
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",farmer want to know information about How to control of fungal attack in garlic   crop  ?.....,recommended for to control of fungal attack use copper oxy chloride 40 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,28:31.8
RABI,AGRICULTURE,Others,Others,Weather,Farmer wants to know information about weather ?,chance of no rainfall in your district at next 5  days and weather will be cloudy.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,37:27.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer wants to know information about weather ?,chance of no rainfall in your district at next 5  days and weather will be cloudy.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,30:41.5
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer needs information regarding govt. schemes?,Recommended for know about govt. schemes please contact rural agriculture extension officer.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,47:47.9
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of  district?.,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,53:03.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of  district?.,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,59:55.0
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer Want to know about  mushroom cultivating?,"Dr. D.R. Saxena Agricultural College, Sehore for the cultivation and training of mushroom.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,17:23.8
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of your Rajgarh district?,"Rajgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 25°C on Mon afternoon, min 14°C on Sat night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,33:05.1
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",farmer want to know information about how to control sucking pest in  lentil crop?,recommended for to control sucking pest  Spray to fipronil 30 ml/pump,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,35:42.2
RABI,AGRICULTURE,Others,Others,Credit,Farmer wants to know information about agriculture loan ?,Recommended for to know information about agriculture loan contact to your nearest bank,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,49:17.3
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of your Rajgarh district?,"Rajgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 25°C on Mon afternoon, min 14°C on Sat night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,51:49.3
RABI,AGRICULTURE,Others,Others,Fertilizer Use and Availability,farmer want to know information about  how to increase growth of  lentil?,Ans:- recommended for foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,55:58.4
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer want to know infomatio about how to control sucking pest Lentil crop?,recommended spray in chloropyriphos 25 EC 30 ml/15 liter per pump,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,03:46.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding govt. schemes?,Recommended for know about govt. schemes please contact rural agriculture extension officer (RAEO).,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,25:34.7
RABI,AGRICULTURE,Others,Others,"	Plant Protection	",Farmer needs information regarding online registration for subsidy?,Dear farmer your can register in www.mpfsts.mp.gov.in for online registration,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,36:20.2
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer wants to know information about govt. schemes?,Recommended for to know about govt. schemes please contact rural agriculture extension officer.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,36:35.2
RABI,AGRICULTURE,Others,Others,"	Plant Protection	",Farmer needs information regarding how to control sucking pest in masur crop?,"Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,40:00.2
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer Want to know about  mushroom cultivating?,"Dr. D.R. Saxena Agricultural College, Sehore for the cultivation and training of mushroom.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,12:34.7
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,Farmer needs information regarding how to increase size and production in bengal gram crop?,Recommended for N: P: K 0:52:34 1 kg at per Acer.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,20:45.1
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN YOUR DIST ?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,29:21.7
RABI,AGRICULTURE,Others,Others,Soil Testing,farmer want to know information about collection of soil sample for soil testing?,"recommended for  Aside from DIB hole clean from top to bottom 2 cm Thick clay clean bucket or tray and put in the bottom to take out. collected the soil by hand, mix thoroughly and put on clean clothes pile , make a goal . Different finger to remove dirt from the pile of four equal parts . Now the remaining two parts of the soil again to mix well and set goals . This process is then repeated until almost half forts Top soil remains . The representative samples.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,24:57.4
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmer wants to know information about govt. schemes?,Recommended for to know about govt. schemes please contact rural agriculture extension officer or KVK.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,08:48.4
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of Zirapur tahsil of madhya pradesh.?,"Zirapur 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 24.3°C on Mon afternoon, min 12.4°C on Sun night). Wind will be generally light. Zirapur 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 26.7°C on Thu afternoon, min 14.5°C on Tue night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,21:05.5
RABI,HORTICULTURE,Condiments and Spices,Coriander,Nutrient Management,Farmer need information regarding how to enhance growth of coriander crop.,Recommended for Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,25:15.3
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding How to control of wilt in gram crop?,Recommended for to control of fungal  attack in  crop use validamycin 3% L 25ml at 15 liter of water,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,35:39.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding govt. schemes?,Recommended for know about govt. schemes please contact rural agriculture extension officer (RAEO).,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,08:43.7
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about  weather of your Rajgarh district ?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 26°C on Tue afternoon, min 13°C on Sun night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,12:13.3
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer needs information regarding control measures of pest in chickpea crop?,"Bramhastra-  10 liter cow urin, 3 kg neem leaf, 2 kg pongamia leaf, 2 kg  custard apple leaf, 2 kg bel leaf, 2 kg castor leaf and 2 kg dhatura leaf
Recipes:- none of these five ingredients to mix all the ingredients in urine boiled in a clay pot put on the fire when approaching the four-boiled 48 hours in shade to cool off from the fire. Then cloth to filter storage.
Duration of use: Use -bramhastra six months now.
Note: Please storage in a clay pot. Urine do not keep metal utensils.
Spraying: One acre 3 to 4 liters to 100 liters of water mixed spraying Brahmastra.",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,49:25.1
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer needs information regarding control measures of caterpillars in lentil  crop?,Spray recommended dose of Queenolfos 25 EC 1000 Ml/hac.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,55:10.3
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control of fungal attack in chickpea crop ?,contro of fungul attack in gram spray of validamycine 30 mili litre /16 litre of water spray,MADHYA PRADESH,RAJGARH,BIAORA                                            ,01:20.4
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer needs information regarding How to control of fungal attack in gram crop?,Dear farmer for control doweny mildew in crop spray Fenamidone 10% + Mancozeb 50% w/w WG (60 WG) 30-40 gram per pump,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,31:38.9
RABI,AGRICULTURE,Others,Others,Weather,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN YOUR rajgarh  DIST ?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,BIAORA                                            ,42:14.5
RABI,AGRICULTURE,Others,Others,Weather,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN YOUR rajgarh  DIST ?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,BIAORA                                            ,42:55.9
RABI,AGRICULTURE,Others,Others,Weather,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN YOUR rajgarh   DIST ?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,55:02.4
RABI,HORTICULTURE,Condiments and Spices,Cardamom,"	Plant Protection	",Farmer needs information regarding how to control sucking pest in      cardamom crop?,"?	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,05:46.8
RABI,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Farmer want to know information about govt. schemes of horticulture ?,Recommended for to know about govt. schemes of horticulture  please contact rural horticulture extension officer ..,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,05:52.9
RABI,AGRICULTURE,Others,Others,Weather,FARMER WANTS TO KNOW INFORMATION ABOUT WEATHER IN YOUR rajgarh   DIST ?,NO CHANGE RAINFALL WITHIN 10 DAY IN YOUR DIST,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,23:49.9
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,Farmer want to know information about grouth of flower and fruit gram crop ?,Recommended for to grouth of flower and fruit spray Amino acid +folic acid(fantac plas )10-15 + humic acid 15-20 ml +liquid sulpher 35-40  ml per pump.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,36:05.6
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer needs information regarding how to control sucking pest in      crop?,"?	Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,36:17.9
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer wants to know information about how to control sucking pest in masur  crop?,Recommended for to control sucking pest in crop spray imedachlorprid 5-7 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,57:34.0
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,00:49.4
RABI,AGRICULTURE,Others,Others,"	Plant Protection	",Farmer need information regarding control measures of fungal attack in Garlic crop?,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,08:41.4
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes of Animal Husbandry?,recommended for to know about govt. schemes of Animal Husbandry please contact Animal Husbandry department.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,13:59.3
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer needs information regarding How to control of fungal attack in  bengal gram crop?,Recommended for to control of fungal attack in gram crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,16:22.7
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer want to know information about control of sucking pest garlic ?,"Thiomethoxam 25 WG 50-70gm/acre or 5-7
Acetameprid 20 SP 50-70gm/acre or 5-7gm/pump",MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,28:28.9
RABI,AGRICULTURE,Cereals,Wheat,"	Water Management	",farmer want to know information about WATER MANAGEMENT in wheat?,"recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root intiation : 15-20 DAS 
III- Active tillering stage : 35-40 DAS
IV- Flowering stage : 50-55 DAS
V- Grain filling stage : 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,41:35.8
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about poultry farm?,recommended for to know information about poultry farm contact to 9827015205 (mr.bhadoriya ji bhopal) or your  hospital/veterinary doctor,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,04:58.7
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,High vegetative growth cause No flowering in gram what can I do?,Spray of LIHOSIN @ 20-25 ML. /pump.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,26:34.9
RABI,AGRICULTURE,Cereals,Wheat,Cultural Practices,Farmer wants to know information about How to control of rodents attack in wheat crop?,Recommended for to control of rodents attack in wheat crop apply zinc phosphide in field.,MADHYA PRADESH,RAJGARH,BIAORA                                            ,42:55.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of rajgarh district?,No chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,55:09.8
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about weather in  rajgarh dist. ?,no chance of rainfall for next five days.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,36:02.6
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,36:20.3
RABI,AGRICULTURE,Pulses,Lentil (Masur),Nutrient Management,Farmer want to know information about  How to control flower drop problem in lentil crop ?,Recommended for Spray Use Plano fix @4 to 5 Ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,37:52.8
RABI,HORTICULTURE,Condiments and Spices,Garlic,Fertilizer Use and Availability,What are fertilizer doses in garlic crop?,"Application of fertilizers
During last ploughing incorporate 50 t/ha of FYM; Apply Azospirillum 2 kg and Phosphobacteria 2 kg/ha, 40:75:75 kg/ha NPK, 50 MgSO4 and 1 ton neem cake as basal and N 35 kg/ha at 45 days after planting.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,26:28.8
RABI,HORTICULTURE,Condiments and Spices,Garlic,"	Plant Protection	",Farmer want to know about how to  Controlling rubberisation in Garlic crop?,"Controlling rubberisation
Avoid excessive application of N to minimise rubberisation. N should not be applied in the form of Urea. Use Ammonium sulphate. Spray 1500 ppm of CCC or MH on 30th day of planting. Reduce the frequency of irrigation to minimise rubberisation. Apply 0.2 % Boron 0.1 % Sodium molybdate on 30th, 60th and 90th days after planting",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,12:57.8
RABI,AGRICULTURE,Others,Others,Government Schemes,farmer want to know information about govt. schemes?,recommended for to know about govt. schemes please contect rural agriculture extension officer ..,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,14:06.8
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about agriculture insurance.,"recommended for to know information about agriculture insurance contact to your nearest bank  & dial 0755-4218901,4218902,4218903",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,18:33.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of  Rajgarh district of madhya pradesh.?,recommended for next 10 days in your rajgarh District sky will be some cloudy and No chance for rainfall.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,19:57.2
RABI,AGRICULTURE,Others,Others,Weather,Farmer needs information regarding weather for nasinghgarh block of state madhya pradesh?,"Narsinghgarh 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 25°C on Tue afternoon, min 11°C on Sun night). Wind will be generally light. Narsinghgarh 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Fri afternoon, min 14°C on Wed night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,33:40.3
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about How to control caterpillars in gram crop?,"Spray emamectin benjoate  8- 10 gram or corajan, fem 4-5 ml at 15 liter of water or indoxa carb 12-15 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,SARANGPUR                                         ,51:34.4
RABI,AGRICULTURE,Others,Others,"	Field Preparation	",Farmer needs information regarding fungal attack in   crop?,Recommended for to control of fungal attack in crop use thiophinate mithyl 70 wp 25-30 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,22:21.9
RABI,AGRICULTURE,Others,Others,Weather,farmer wants to know information about weather for his rajgarh district?,no chance of rainfall in your area for 05 days and weather will be cloudy,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,52:15.3
RABI,HORTICULTURE,Flowers,Marigold,"	Plant Protection	",Farmer needs information regarding how to increase size and production in  crop?,"Recommended for Use potashium sulphate 5 kg at per Acer.
Recommended for N: P: K 0:52:34 1 kg at per Acer",MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,00:06.3
RABI,AGRICULTURE,Cereals,Wheat,"	Plant Protection	",farmer want to know information about How to control of fungal attack in wheat crop?,recommended for to control of fungal attack spray  cacrbandazim + mancozeb 40gm.and streptocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,00:06.5
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Field Preparation	",Farmer needs information regarding control measures of caterpillars in lentil  crop?,Spray recommended dose of Profenofos 40% + Cypermethrin 4% EC 1000 Ml/hac.,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,41:28.5
RABI,AGRICULTURE,Others,Others,Weather,farmer want to know information about  weather forcast in Rajgarh distt?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 26°C on Wed afternoon, min 13°C on Mon night). Wind will be generally light.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,48:50.7
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of Rajgarh district of madhya pradesh.?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 26°C on Wed afternoon, min 13°C on Mon night). Wind will be generally light.
 Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Sat afternoon, min 17°C on Thu morning). Wind will be generally light.",MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,59:01.7
RABI,AGRICULTURE,Others,Others,"	Water Management	",farmer want to know information about WATER MANAGEMENT in wheat crop?,"recommended for The crop requires 4 - 6 irrigations depending on the soil type and rainfall. Wheat crop requires minimum of 5 irrigations at the following critical stages.
I – Immediately after sowing
II – Crown root intiation : 15-20 DAS 
III- Active tillering stage : 35-40 DAS
IV- Flowering stage : 50-55 DAS
V- Grain filling stage : 70-75 DAS
Crown root initiation and flowering are the most critical stages. Water stagnation should be voided at the time of germination.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,26:09.6
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",Farmer need information regarding control measures of fungal attack in gram  crop?,Recommended for Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,37:55.8
RABI,AGRICULTURE,Others,Others,Weather,farmer needs information regarding for Rajgarh dist. of state madhya pradesh?,"Rajgarh (Madhya Pradesh) 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 26°C on Wed afternoon, min 13°C on Mon night). Wind will be generally light. Rajgarh (Madhya Pradesh) 4 – 7 Day Weather Forecast Summary: Mostly dry. Warm (max 28°C on Fri afternoon, min 17°C on Thu morning). Wind will be generally light.",MADHYA PRADESH,RAJGARH,BIAORA                                            ,17:37.4
RABI,AGRICULTURE,Others,Others,Government Schemes,"Farmer needs information regarding govt. schemes?
??????? ???? ??????? ??????? (RAEO)  ?? ?????? ??? .....",Recommended for know about govt. schemes please contact rural agriculture extension officer (RAEO).,MADHYA PRADESH,RAJGARH,ZIRAPUR                                           ,53:22.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer need weather information of  rajgarh district of madhya pradesh?,recommended for next 10 days in your rajgarh  District sky will be some cloudy but no chance of rainfall.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,11:25.7
RABI,HORTICULTURE,Vegetables,Chillies,Cultural Practices,Farmer need information regarding control measures of sucking pest in chilli crop ?,Recommended for spray of imidaclorprid 17.8% SL 5 to 6 ml at 15 liter of water,MADHYA PRADESH,RAJGARH,KHILCHIPUR                                        ,29:33.9
RABI,AGRICULTURE,Others,Others,Weather,Farmer want to know information about weather of district?,No chance of rainfall for next five days,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,37:22.2
RABI,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",farmer want to know information about how to control caterpillars in  bengal gram crop?,recommended for to control caterpillars in  crop Spray emamectin benjoate or corajan or fem 5 ml at 15 liter of water or indoxa carb 10 ml at 15 liter of water.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,06:02.0
RABI,AGRICULTURE,Others,Others,Government Schemes,Farmar wants to know information about Agriculture government schemes information?,Recommended for Please contact your RAEO.,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,21:29.2
RABI,AGRICULTURE,Pulses,Lentil (Masur),"	Plant Protection	",Farmer need information regarding control measures of fungal attack in crop?,recommended for to control of fungal attack in LENTIL crop use thiophinate mithyl 25 gram and streptocyclin 2 gram at 15 liter of water,MADHYA PRADESH,RAJGARH,RAJGARH                                           ,37:34.7
RABI,AGRICULTURE,Others,Others,Government Schemes,Agriculture government schemes information?,Recommended for Please contact your RAEO,MADHYA PRADESH,RAJGARH,NARSINGHGARH                                      ,23:43.0
RABI,AGRICULTURE,Others,Others,Weather,Farmer  wants  to know information about How to control of rodents attack in wheat  crop?,"Recommended for to control sucking pest Spray any one of the following insecticides in the initial stage of infestation Spray imidacloprid 17.8 SL (Admire, confidor 200 SC, 250 ml per hectare) 5-7 ml at 15 liter of water.",MADHYA PRADESH,RAJGARH,RAJGARH                                           ,28:45.4
